ID_Nac;X;Y
CSp-ÑV_E1-96-0042;-78,806;-2,76
CSp-ÑV_A3-94-0060;-78,807;-2,246
CSp-ÑV_A3-94-0059;-78,807;-2,245
CSp-ÑV_E1-96-0046;-78,805;-2,739
CSp-ÑIV_C3-93-0034;-78,806;-1,613
CSp-ÑIII_C3-93-0007;-78,807;-0,619
CSp-ÑV_C3-96-0040;-78,805;-2,596
CSp-ÑV_A1-94-0013;-78,805;-2,147
CSp-ÑIII_E1-81-0016;-78,806;-0,684
CSp-ÑVII_A1-97-0068;-78,801;-4,087
CSp-ÑVII_A1-97-0070;-78,8;-4,073
CSp-ÑVII_A1-81-0070;-78,8;-4,056
CSp-ÑV_E1-90-0035;-78,803;-2,71
CSp-ÑVII_A1-81-0071;-78,8;-4,053
CSp-ÑIII_E1-81-0035;-78,805;-0,711
CSp-ÑIV_C3-88-0031;-78,804;-1,604
CSp-ÑV_A3-94-0058;-78,803;-2,282
CSp-ÑVI_E1-97-0036;-78,8;-3,804
CSp-ÑIV_C3-88-0035;-78,804;-1,622
CSp-ÑIII_A3-97-0037;-78,804;-0,31
CSp-ÑV_E1-82-0028;-78,802;-2,774
CSp-ÑVII_A1-81-0069;-78,798;-4,061
CSp-ÑIV_A3-88-0003;-78,803;-1,303
CSp-ÑV_E3-86-0010;-78,801;-2,95
CSp-ÑVII_A1-81-0072;-78,798;-4,047
CSp-ÑVI_E3-97-0079;-78,798;-3,898
CSp-ÑV_A3-99-0062;-78,801;-2,24
CSp-ÑV_A3-94-0048;-78,801;-2,236
CSp-ÑV_E1-90-0034;-78,8;-2,708
CSp-ÑV_E3-86-0015;-78,799;-2,98
CSp-ÑV_A1-94-0012;-78,8;-2,139
CSp-ÑIII_E1-81-0011;-78,801;-0,694
CSp-ÑIII_E1-81-0015;-78,801;-0,686
CSp-ÑV_C3-98-0044;-78,799;-2,647
CSp-ÑV_E3-87-0025;-78,798;-2,88
CSp-ÑV_E1-90-0033;-78,799;-2,693
CSp-ÑIV_C1-99-0208;-78,8;-1,341
CSp-ÑIII_E1-81-0034;-78,8;-0,719
CSp-ÑIV_C1-95-0212;-78,8;-1,358
CSp-ÑVI_E3-88-0052;-78,795;-3,998
CSp-ÑIV_C3-88-0030;-78,799;-1,607
CSp-ÑV_E1-89-0031;-78,797;-2,672
CSp-ÑV_E3-86-0011;-78,797;-2,944
CSp-ÑVI_A3-98-0011;-78,795;-3,196
CSp-ÑV_A1-84-0021;-78,797;-2,135
CSp-ÑV_A3-84-0055;-78,797;-2,271
CSp-ÑVII_A1-81-0068;-78,793;-4,07
CSp-ÑIV_C3-88-0028;-78,797;-1,587
CSp-ÑV_A3-94-0053;-78,796;-2,238
CSp-ÑIV_C3-93-0035;-78,797;-1,626
CSp-ÑIV_C3-88-0034;-78,797;-1,6
CSp-ÑV_E3-88-0028;-78,795;-2,879
CSp-ÑVII_A1-97-0069;-78,792;-4,077
CSp-ÑV_E1-98-0030;-78,795;-2,748
CSp-ÑIII_A3-98-0039;-78,797;-0,306
CSp-ÑVI_E1-88-0009;-78,792;-3,683
CSp-ÑIII_A3-98-0038;-78,796;-0,304
CSp-ÑV_E3-86-0018;-78,793;-2,971
CSp-ÑVI_A3-90-0067;-78,792;-3,196
CSp-ÑIII_E1-81-0014;-78,796;-0,689
CSp-ÑV_E3-86-0023;-78,793;-2,953
CSp-ÑIV_C1-99-0209;-78,795;-1,338
CSp-ÑVI_E1-81-0059;-78,79;-3,831
CSp-ÑIII_C3-100-0015;-78,795;-0,665
CSp-ÑV_A3-94-0052;-78,793;-2,237
CSp-ÑV_E3-88-0052;-78,792;-2,866
CSp-ÑVI_E1-97-0032;-78,789;-3,777
CSp-ÑV_A3-99-0069;-78,792;-2,229
CSp-ÑV_E3-87-0027;-78,791;-2,92
CSp-ÑVII_A1-88-0051;-78,788;-4
CSp-ÑIV_C3-93-0037;-78,793;-1,614
CSp-ÑIII_E1-81-0032;-78,793;-0,735
CSp-ÑV_E3-86-0025;-78,79;-2,902
CSp-ÑIV_A3-99-0210;-78,792;-1,33
CSp-ÑIV_C3-100-0015;-78,791;-1,633
CSp-ÑVII_A1-88-0050;-78,786;-4,002
CSp-ÑV_A1-94-0011;-78,79;-2,133
CSp-ÑV_E3-87-0013;-78,788;-2,987
CSp-ÑIII_A3-89-0038;-78,79;-0,304
CSp-ÑVI_E1-97-0033;-78,785;-3,777
CSp-ÑV_E3-88-0050;-78,787;-2,856
CSp-ÑIII_A3-89-0036;-78,79;-0,305
CSp-ÑV_A3-94-0050;-78,788;-2,243
CSp-ÑIV_C3-100-0016;-78,789;-1,633
CSp-ÑIII_E1-81-0033;-78,79;-0,721
CSp-ÑIII_E1-81-0018;-78,79;-0,709
CSp-ÑIV_A3-99-0211;-78,789;-1,328
CSp-ÑIII_A3-89-0037;-78,789;-0,305
CSp-ÑV_E1-81-0030;-78,785;-2,764
CSp-ÑV_E3-86-0022;-78,785;-2,968
CSp-ÑVI_E1-81-0058;-78,782;-3,731
CSp-ÑV_E1-82-0033;-78,784;-2,809
CSp-ÑIII_E1-81-0031;-78,786;-0,747
CSp-ÑIV_C3-88-0029;-78,785;-1,591
CSp-ÑV_E1-82-0030;-78,783;-2,777
CSp-ÑIV_C3-100-0017;-78,785;-1,629
CSp-ÑV_E1-82-0031;-78,783;-2,781
CSp-ÑV_E3-88-0026;-78,783;-2,946
CSp-ÑV_C3-96-0039;-78,783;-2,58
CSp-ÑV_E3-87-0012;-78,782;-2,981
CSp-ÑVI_C3-88-0007;-78,781;-3,657
CSp-ÑV_E3-88-0027;-78,782;-2,873
CSp-ÑVII_A1-97-0067;-78,779;-4,106
CSp-ÑIV_A3-99-0212;-78,784;-1,32
CSp-ÑIV_C3-93-0021;-78,783;-1,646
CSp-ÑV_E3-88-0025;-78,781;-2,94
CSp-ÑV_A1-94-0010;-78,782;-2,129
CSp-ÑVI_E1-88-0011;-78,779;-3,685
CSp-ÑV_A3-95-0042;-78,782;-2,188
CSp-ÑV_C3-96-0038;-78,781;-2,586
CSp-ÑV_E3-88-0024;-78,78;-2,934
CSp-ÑV_E3-87-0010;-78,78;-2,976
CSp-ÑIII_A3-89-0028;-78,783;-0,249
CSp-ÑV_A3-94-0055;-78,781;-2,216
CSp-ÑV_A3-99-0070;-78,781;-2,291
CSp-ÑVI_E1-88-0010;-78,777;-3,684
CSp-ÑIV_A1-87-0208;-78,782;-1,053
CSp-ÑV_E1-89-0032;-78,779;-2,678
CSp-ÑV_E3-88-0016;-78,778;-2,946
CSp-ÑIII_A3-89-0026;-78,781;-0,246
CSp-ÑVI_E1-88-0021;-78,776;-3,768
CSp-ÑIII_A3-89-0027;-78,78;-0,249
CSp-ÑVII_A1-97-0066;-78,775;-4,104
CSp-ÑVI_E3-96-0041;-78,775;-3,965
CSp-ÑIV_A3-100-0004;-78,78;-1,282
CSp-ÑIII_E1-81-0036;-78,78;-0,72
CSp-ÑV_E3-82-0034;-78,777;-2,914
CSp-ÑV_E1-81-0029;-78,777;-2,771
CSp-ÑV_E1-89-0033;-78,777;-2,68
CSp-ÑIII_A3-83-0053;-78,779;-0,224
CSp-ÑV_E3-87-0018;-78,776;-2,933
CSp-ÑIII_E1-81-0020;-78,779;-0,756
CSp-ÑV_E3-88-0053;-78,776;-2,873
CSp-ÑV_E1-82-0032;-78,776;-2,789
CSp-ÑV_E3-87-0028;-78,775;-2,866
CSp-ÑVI_E1-97-0034;-78,773;-3,78
CSp-ÑIII_A3-83-0054;-78,778;-0,226
CSp-ÑV_E3-86-0052;-78,775;-2,907
CSp-ÑIV_A3-86-0208;-78,777;-1,325
CSp-ÑIII_A3-83-0056;-78,778;-0,232
CSp-ÑV_A3-84-0054;-78,775;-2,254
CSp-ÑV_E1-81-0027;-78,774;-2,784
CSp-ÑV_E3-86-0059;-78,774;-2,835
CSp-ÑIII_A3-83-0055;-78,777;-0,228
CSp-ÑV_E3-87-0017;-78,773;-2,927
CSp-ÑV_E1-90-0025;-78,774;-2,714
CSp-ÑV_E1-81-0025;-78,773;-2,686
CSp-ÑV_E3-88-0014;-78,772;-2,987
CSp-ÑV_E1-81-0028;-78,773;-2,779
CSp-ÑV_E1-81-0024;-78,772;-2,69
CSp-ÑV_E3-88-0020;-78,771;-2,961
CSp-ÑIV_C3-86-0022;-78,773;-1,649
CSp-ÑVI_E1-88-0023;-78,769;-3,782
CSp-ÑV_E3-87-0014;-78,771;-2,95
CSp-ÑIV_C3-86-0023;-78,772;-1,654
CSp-ÑV_E3-88-0006;-78,77;-2,993
CSp-ÑIII_E1-81-0047;-78,773;-0,691
CSp-ÑV_E3-87-0023;-78,77;-2,901
CSp-ÑV_E1-90-0026;-78,77;-2,714
CSp-ÑV_E1-84-0046;-78,77;-2,735
CSp-ÑIV_C3-86-0021;-78,771;-1,648
CSp-ÑV_A3-84-0053;-78,77;-2,255
CSp-ÑV_E3-87-0024;-78,768;-2,906
CSp-ÑV_C3-96-0037;-78,769;-2,601
CSp-ÑIV_A3-88-0002;-78,77;-1,311
CSp-ÑV_E3-88-0015;-78,767;-2,97
CSp-ÑV_E3-88-0022;-78,767;-2,97
CSp-ÑV_E3-86-0057;-78,767;-2,847
CSp-ÑVI_E1-88-0022;-78,764;-3,778
CSp-ÑV_A3-94-0051;-78,767;-2,238
CSp-ÑVI_E3-96-0040;-78,763;-3,983
CSp-ÑIV_C3-86-0026;-78,767;-1,615
CSp-ÑIV_C3-86-0024;-78,766;-1,654
CSp-ÑIV_C1-86-0209;-78,766;-1,337
CSp-ÑV_E3-86-0048;-78,763;-2,919
CSp-ÑV_E1-90-0028;-78,763;-2,812
CSp-ÑIV_A3-100-0003;-78,765;-1,284
CSp-ÑV_E1-84-0048;-78,763;-2,748
CSp-ÑVI_E1-96-0025;-78,76;-3,806
CSp-ÑV_E1-98-0038;-78,762;-2,801
CSp-ÑV_E3-86-0063;-78,762;-2,837
CSp-ÑIV_C3-93-0022;-78,764;-1,643
CSp-ÑIV_A1-87-0209;-78,764;-1,064
CSp-ÑV_E3-86-0056;-78,762;-2,861
CSp-ÑIV_C3-86-0028;-78,763;-1,615
CSp-ÑVI_A3-98-0012;-78,76;-3,209
CSp-ÑVI_E3-81-0067;-78,759;-3,877
CSp-ÑVI_E1-88-0024;-78,759;-3,779
CSp-ÑV_E3-88-0001;-78,761;-2,996
CSp-ÑV_E1-84-0049;-78,761;-2,759
CSp-ÑV_E1-90-0027;-78,76;-2,818
CSp-ÑV_A1-84-0025;-78,761;-2,14
CSp-ÑV_E3-86-0051;-78,759;-2,915
CSp-ÑV_E1-90-0032;-78,76;-2,682
CSp-ÑV_E1-84-0050;-78,759;-2,763
CSp-ÑV_A3-84-0058;-78,76;-2,292
CSp-ÑIV_A3-95-0207;-78,761;-1,268
CSp-ÑV_E1-90-0029;-78,759;-2,811
CSp-ÑIV_C1-86-0210;-78,761;-1,343
CSp-ÑIII_E1-81-0037;-78,761;-0,706
CSp-ÑVI_E3-97-0053;-78,756;-3,913
CSp-ÑIV_C1-86-0212;-78,76;-1,334
CSp-ÑIV_C3-86-0030;-78,76;-1,618
CSp-ÑV_E3-87-0015;-78,758;-2,953
CSp-ÑVI_E3-96-0042;-78,755;-3,94
CSp-ÑIV_A1-87-0210;-78,76;-1,062
CSp-ÑIV_C1-86-0211;-78,76;-1,344
CSp-ÑV_E3-86-0039;-78,757;-2,919
CSp-ÑV_E3-87-0021;-78,757;-2,897
CSp-ÑV_E3-86-0049;-78,757;-2,913
CSp-ÑV_E1-84-0047;-78,757;-2,736
CSp-ÑV_E3-82-0035;-78,756;-2,935
CSp-ÑV_E3-86-0027;-78,756;-2,93
CSp-ÑIV_A3-86-0018;-78,758;-1,312
CSp-ÑIV_A1-98-0210;-78,759;-1,006
CSp-ÑV_E1-98-0025;-78,756;-2,764
CSp-ÑV_E3-86-0050;-78,755;-2,91
CSp-ÑV_A3-99-0071;-78,756;-2,272
CSp-ÑIV_C3-86-0025;-78,757;-1,596
CSp-ÑVI_E3-96-0043;-78,753;-3,929
CSp-ÑV_E3-96-0067;-78,754;-2,971
CSp-ÑV_E1-90-0031;-78,755;-2,798
CSp-ÑIV_A1-98-0209;-78,757;-1,016
CSp-ÑV_E1-81-0026;-78,754;-2,781
CSp-ÑIV_A3-86-0016;-78,756;-1,314
CSp-ÑV_A1-84-0026;-78,755;-2,125
CSp-ÑVI_E1-82-0064;-78,752;-3,808
CSp-ÑIV_C3-93-0023;-78,755;-1,639
CSp-ÑIV_A3-100-0001;-78,756;-1,274
CSp-ÑIII_E3-87-0028;-78,756;-0,966
CSp-ÑV_E1-90-0030;-78,753;-2,807
CSp-ÑV_E3-96-0070;-78,752;-2,997
CSp-ÑV_E3-96-0070;-78,752;-2,997
CSp-ÑIV_A3-95-0213;-78,754;-1,333
CSp-ÑIV_A3-100-0002;-78,754;-1,258
CSp-ÑV_E3-86-0041;-78,752;-2,918
CSp-ÑIV_A1-83-0206;-78,754;-1,038
CSp-ÑV_E3-86-0036;-78,751;-2,925
CSp-ÑV_E3-98-0074;-78,751;-2,909
CSp-ÑIV_A3-88-0001;-78,753;-1,298
CSp-ÑIV_A1-83-0209;-78,753;-1,041
CSp-ÑV_A3-94-0049;-78,752;-2,244
CSp-ÑV_E3-88-0007;-78,751;-2,983
CSp-ÑIV_A1-87-0212;-78,753;-1,077
CSp-ÑIII_E3-87-0026;-78,753;-0,962
CSp-ÑV_E4-98-0075;-78,749;-2,931
CSp-ÑIII_E3-87-0029;-78,752;-0,967
CSp-ÑIII_E3-88-0043;-78,752;-0,961
CSp-ÑV_E2-94-0015;-78,749;-2,822
CSp-ÑVI_A2-88-0023;-78,748;-3,028
CSp-ÑIV_A1-87-0211;-78,751;-1,066
CSp-ÑV_E4-96-0069;-78,748;-2,995
CSp-ÑIV_A1-98-0208;-78,751;-1,002
CSp-ÑV_A2-99-0022;-78,75;-2,095
CSp-ÑV_A4-94-0054;-78,749;-2,249
CSp-ÑIV_A1-83-0208;-78,75;-1,038
CSp-ÑIV_A1-83-0207;-78,75;-1,035
CSp-ÑVI_A2-88-0022;-78,747;-3,031
CSp-ÑIV_C4-88-0005;-78,749;-1,605
CSp-ÑV_E2-83-0012;-78,747;-2,753
CSp-ÑV_A4-99-0065;-78,748;-2,248
CSp-ÑV_E2-94-0018;-78,747;-2,672
CSp-ÑV_E4-83-0061;-78,747;-2,884
CSp-ÑV_E2-94-0014;-78,747;-2,82
CSp-ÑV_E4-83-0068;-78,746;-2,925
CSp-ÑV_E2-97-0025;-78,746;-2,789
CSp-ÑIV_A4-95-0214;-78,748;-1,32
CSp-ÑV_A4-84-0063;-78,747;-2,242
CSp-ÑV_E4-96-0068;-78,745;-2,996
CSp-ÑV_A4-99-0067;-78,746;-2,257
CSp-ÑV_A2-99-0018;-78,747;-2,091
CSp-ÑV_E2-95-0016;-78,745;-2,803
CSp-ÑV_E4-83-0067;-78,744;-2,913
CSp-ÑV_E2-95-0017;-78,744;-2,797
CSp-ÑV_A2-99-0021;-78,745;-2,103
CSp-ÑV_E2-94-0013;-78,744;-2,82
CSp-ÑVI_E2-81-0061;-78,741;-3,812
CSp-ÑV_A4-84-0068;-78,744;-2,219
CSp-ÑIV_A4-95-0208;-78,745;-1,254
CSp-ÑV_E2-83-0013;-78,742;-2,755
CSp-ÑV_E2-86-0025;-78,743;-2,676
CSp-ÑV_A4-99-0066;-78,743;-2,253
CSp-ÑV_C4-86-0001;-78,742;-2,591
CSp-ÑIV_A4-81-0087;-78,744;-1,265
CSp-ÑV_E2-95-0020;-78,742;-2,688
CSp-ÑV_C4-85-0002;-78,742;-2,593
CSp-ÑV_E2-85-0019;-78,741;-2,821
CSp-ÑIV_C4-100-0002;-78,743;-1,638
CSp-ÑVI_A4-98-0013;-78,74;-3,218
CSp-ÑV_A4-84-0064;-78,742;-2,24
CSp-ÑVI_A4-87-0052;-78,74;-3,217
CSp-ÑVI_C2-90-0087;-78,739;-3,46
CSp-ÑIV_C4-86-0001;-78,742;-1,65
CSp-ÑVI_E2-90-0017;-78,738;-3,75
CSp-ÑV_A4-95-0041;-78,741;-2,181
CSp-ÑV_A4-84-0059;-78,741;-2,28
CSp-ÑIII_E4-88-0045;-78,742;-0,964
CSp-ÑV_A2-99-0019;-78,741;-2,092
CSp-ÑIII_E4-87-0030;-78,742;-0,969
CSp-ÑV_E2-97-0022;-78,739;-2,759
CSp-ÑIII_E4-88-0050;-78,741;-0,994
CSp-ÑV_E4-98-0053;-78,739;-2,854
CSp-ÑV_E2-95-0018;-78,739;-2,776
CSp-ÑV_E4-83-0060;-78,739;-2,875
CSp-ÑV_E4-98-0054;-78,738;-2,848
CSp-ÑV_C4-83-0004;-78,738;-2,666
CSp-ÑV_E4-83-0064;-78,738;-2,869
CSp-ÑV_A2-99-0020;-78,739;-2,092
CSp-ÑV_C4-86-0002;-78,738;-2,646
CSp-ÑV_E2-83-0017;-78,737;-2,76
CSp-ÑV_A4-95-0045;-78,738;-2,203
CSp-ÑV_E2-86-0024;-78,737;-2,678
CSp-ÑIII_E4-88-0051;-78,739;-0,988
CSp-ÑIV_C4-100-0003;-78,738;-1,649
CSp-ÑIV_A4-98-0215;-78,738;-1,28
CSp-ÑV_E2-86-0023;-78,736;-2,763
CSp-ÑVI_E2-90-0016;-78,733;-3,689
CSp-ÑIII_E2-91-0044;-78,738;-0,814
CSp-ÑV_E4-96-0055;-78,735;-2,915
CSp-ÑIV_C4-100-0001;-78,737;-1,639
CSp-ÑVI_A4-98-0020;-78,734;-3,22
CSp-ÑV_C4-85-0004;-78,735;-2,646
CSp-ÑV_E2-94-0016;-78,734;-2,737
CSp-ÑVI_E2-90-0014;-78,732;-3,681
CSp-ÑV_E4-98-0055;-78,734;-2,835
CSp-ÑVI_A4-90-0058;-78,733;-3,247
CSp-ÑV_C4-94-0001;-78,734;-2,6
CSp-ÑIV_A4-81-0088;-78,736;-1,27
CSp-ÑVI_E2-81-0062;-78,732;-3,82
CSp-ÑV_E2-83-0014;-78,734;-2,753
CSp-ÑV_E2-85-0015;-78,734;-2,825
CSp-ÑV_E2-94-0017;-78,733;-2,668
CSp-ÑVI_E2-90-0018;-78,731;-3,761
CSp-ÑIV_A4-86-0218;-78,735;-1,323
CSp-ÑIV_A4-95-0210;-78,735;-1,246
CSp-ÑIV_C4-88-0004;-78,735;-1,604
CSp-ÑV_C4-86-0003;-78,733;-2,646
CSp-ÑV_E4-83-0065;-78,733;-2,864
CSp-ÑIV_A4-86-0213;-78,735;-1,219
CSp-ÑV_A2-84-0028;-78,734;-2,137
CSp-ÑIV_A2-87-0057;-78,735;-1,059
CSp-ÑVI_E2-90-0015;-78,73;-3,688
CSp-ÑV_E4-96-0054;-78,732;-2,915
CSp-ÑIV_A4-86-0214;-78,734;-1,22
CSp-ÑV_A4-84-0066;-78,733;-2,204
CSp-ÑV_E4-96-0063;-78,731;-2,912
CSp-ÑV_E4-83-0059;-78,731;-2,853
CSp-ÑV_E2-95-0019;-78,732;-2,682
CSp-ÑV_E4-83-0066;-78,731;-2,849
CSp-ÑV_A4-99-0064;-78,732;-2,261
CSp-ÑV_E2-85-0022;-78,731;-2,668
CSp-ÑIV_A4-95-0215;-78,733;-1,305
CSp-ÑVI_C4-90-0013;-78,729;-3,666
CSp-ÑV_E2-94-0021;-78,731;-2,677
CSp-ÑV_E2-95-0014;-78,731;-2,801
CSp-ÑVII_A2-82-0049;-78,728;-4,034
CSp-ÑVI_E4-97-0052;-78,728;-3,927
CSp-ÑV_E4-96-0053;-78,73;-2,919
CSp-ÑV_A4-84-0065;-78,731;-2,23
CSp-ÑVII_A2-82-0050;-78,726;-4,032
CSp-ÑVI_A4-90-0027;-78,728;-3,253
CSp-ÑV_E2-86-0022;-78,729;-2,718
CSp-ÑIV_A2-87-0059;-78,731;-1,108
CSp-ÑV_E4-83-0063;-78,728;-2,853
CSp-ÑV_E2-95-0015;-78,728;-2,801
CSp-ÑVII_A2-90-0047;-78,725;-4,072
CSp-ÑV_E4-98-0068;-78,728;-2,912
CSp-ÑV_E4-98-0052;-78,728;-2,864
CSp-ÑIV_E2-100-0011;-78,729;-1,742
CSp-ÑIV_A2-81-0059;-78,73;-1,016
CSp-ÑV_E4-96-0061;-78,727;-2,926
CSp-ÑV_E2-97-0020;-78,728;-2,762
CSp-ÑIII_E4-87-0031;-78,73;-0,978
CSp-ÑV_E4-96-0062;-78,727;-2,922
CSp-ÑVI_A4-90-0061;-78,726;-3,226
CSp-ÑIV_E2-100-0012;-78,728;-1,73
CSp-ÑIV_C4-88-0001;-78,728;-1,593
CSp-ÑIV_C4-88-0003;-78,728;-1,601
CSp-ÑIII_E4-87-0036;-78,728;-0,962
CSp-ÑV_C4-83-0003;-78,725;-2,661
CSp-ÑV_E2-97-0021;-78,725;-2,726
CSp-ÑIII_E4-91-0046;-78,727;-0,892
CSp-ÑVI_E2-88-0015;-78,723;-3,706
CSp-ÑIV_A4-98-0213;-78,727;-1,265
CSp-ÑV_E4-98-0076;-78,724;-2,846
CSp-ÑV_E4-83-0062;-78,724;-2,852
CSp-ÑV_E2-85-0021;-78,724;-2,669
CSp-ÑVI_E2-81-0060;-78,721;-3,79
CSp-ÑV_E2-83-0016;-78,724;-2,708
CSp-ÑV_E2-92-0021;-78,723;-2,725
CSp-ÑVI_C4-97-0015;-78,721;-3,662
CSp-ÑV_C4-95-0001;-78,723;-2,598
CSp-ÑIV_A4-98-0214;-78,725;-1,277
CSp-ÑV_E4-98-0065;-78,722;-2,9
CSp-ÑVI_E4-88-0029;-78,72;-3,938
CSp-ÑIII_E4-87-0037;-78,725;-0,955
CSp-ÑV_E2-85-0013;-78,722;-2,812
CSp-ÑV_A4-95-0046;-78,723;-2,19
CSp-ÑVII_A2-81-0056;-78,718;-4,021
CSp-ÑIII_E4-88-0049;-78,723;-0,969
CSp-ÑIII_E4-91-0047;-78,723;-0,923
CSp-ÑIV_A4-86-0216;-78,722;-1,212
CSp-ÑV_E2-92-0015;-78,72;-2,778
CSp-ÑIII_E4-88-0056;-78,722;-0,935
CSp-ÑIV_E2-93-0021;-78,721;-1,696
CSp-ÑV_C4-83-0001;-78,72;-2,596
CSp-ÑV_E2-92-0017;-78,719;-2,697
CSp-ÑIII_E4-87-0035;-78,721;-0,986
CSp-ÑV_E2-86-0020;-78,718;-2,755
CSp-ÑIII_E4-87-0038;-78,72;-0,956
CSp-ÑIII_E4-88-0055;-78,72;-0,935
CSp-ÑV_E2-92-0014;-78,717;-2,795
CSp-ÑVI_C2-90-0088;-78,716;-3,458
CSp-ÑIV_A2-87-0058;-78,719;-1,067
CSp-ÑIV_A4-87-0081;-78,719;-1,287
CSp-ÑVI_E2-88-0014;-78,715;-3,702
CSp-ÑVI_C4-97-0010;-78,715;-3,571
CSp-ÑVI_A4-90-0065;-78,715;-3,234
CSp-ÑV_E2-85-0012;-78,716;-2,816
CSp-ÑV_E4-98-0064;-78,716;-2,904
CSp-ÑV_E2-85-0020;-78,716;-2,719
CSp-ÑIV_E2-93-0026;-78,717;-1,728
CSp-ÑV_A2-84-0027;-78,716;-2,146
CSp-ÑVII_A2-81-0057;-78,712;-4,017
CSp-ÑV_E2-86-0021;-78,715;-2,752
CSp-ÑIII_E2-91-0017;-78,717;-0,76
CSp-ÑV_C4-95-0022;-78,715;-2,536
CSp-ÑVI_A4-90-0064;-78,714;-3,227
CSp-ÑIV_E2-100-0013;-78,716;-1,719
CSp-ÑIV_E2-93-0025;-78,716;-1,737
CSp-ÑVI_E2-96-0016;-78,712;-3,747
CSp-ÑIII_E2-91-0043;-78,717;-0,823
CSp-ÑIII_E2-84-0063;-78,717;-0,757
CSp-ÑIV_C2-83-0200;-78,716;-1,467
CSp-ÑIV_E2-93-0023;-78,716;-1,688
CSp-ÑIV_E2-93-0023;-78,716;-1,688
CSp-ÑIV_E2-93-0022;-78,716;-1,685
CSp-ÑV_E2-92-0016;-78,714;-2,764
CSp-ÑIV_C2-83-0201;-78,715;-1,463
CSp-ÑIV_E2-100-0014;-78,714;-1,721
CSp-ÑIV_A4-81-0094;-78,715;-1,253
CSp-ÑV_C4-95-0003;-78,713;-2,646
CSp-ÑIV_C4-93-0018;-78,714;-1,656
CSp-ÑV_E2-86-0016;-78,712;-2,738
CSp-ÑIV_C4-86-0002;-78,714;-1,63
CSp-ÑVI_C2-90-0091;-78,711;-3,452
CSp-ÑV_C4-95-0025;-78,713;-2,6
CSp-ÑIV_E2-100-0015;-78,714;-1,727
CSp-ÑIV_A4-81-0092;-78,714;-1,249
CSp-ÑVI_E2-82-0056;-78,709;-3,802
CSp-ÑIV_A2-81-0064;-78,714;-1,008
CSp-ÑVI_E2-88-0013;-78,71;-3,702
CSp-ÑV_E4-96-0060;-78,711;-2,942
CSp-ÑV_C4-95-0002;-78,712;-2,639
CSp-ÑIV_A4-81-0091;-78,714;-1,248
CSp-ÑIV_A4-81-0093;-78,713;-1,251
CSp-ÑIII_E2-91-0019;-78,714;-0,748
CSp-ÑIII_E2-84-0081;-78,713;-0,816
CSp-ÑIII_E4-87-0034;-78,713;-0,991
CSp-ÑIV_A2-81-0061;-78,713;-1,056
CSp-ÑIV_A2-81-0060;-78,713;-1,039
CSp-ÑIV_C4-86-0003;-78,712;-1,626
CSp-ÑIV_A4-81-0090;-78,712;-1,236
CSp-ÑV_E4-96-0058;-78,709;-2,95
CSp-ÑV_E4-96-0058;-78,709;-2,95
CSp-ÑV_C4-95-0026;-78,71;-2,6
CSp-ÑIII_E2-85-0020;-78,712;-0,812
CSp-ÑIII_E2-84-0062;-78,712;-0,76
CSp-ÑVI_E2-88-0012;-78,707;-3,702
CSp-ÑV_E2-97-0018;-78,709;-2,772
CSp-ÑV_C4-95-0005;-78,709;-2,648
CSp-ÑIV_A4-91-0084;-78,711;-1,275
CSp-ÑV_A4-95-0048;-78,71;-2,205
CSp-ÑVI_C4-96-0001;-78,707;-3,665
CSp-ÑV_E2-83-0022;-78,708;-2,776
CSp-ÑIV_A4-99-0216;-78,71;-1,222
CSp-ÑV_E4-98-0067;-78,708;-2,89
CSp-ÑVII_A2-90-0048;-78,705;-4,065
CSp-ÑV_C4-95-0023;-78,708;-2,534
CSp-ÑIII_E2-85-0027;-78,71;-0,788
CSp-ÑIV_A4-81-0089;-78,71;-1,291
CSp-ÑIV_A4-87-0082;-78,71;-1,299
CSp-ÑVI_E2-82-0055;-78,705;-3,816
CSp-ÑIV_A4-91-0083;-78,71;-1,26
CSp-ÑV_E4-98-0066;-78,707;-2,889
CSp-ÑIV_A4-98-0212;-78,71;-1,259
CSp-ÑV_E2-83-0023;-78,707;-2,815
CSp-ÑV_E2-94-0012;-78,707;-2,812
CSp-ÑIII_E2-85-0029;-78,709;-0,786
CSp-ÑV_E4-96-0057;-78,706;-2,954
CSp-ÑIV_A4-86-0217;-78,709;-1,224
CSp-ÑV_E2-94-0010;-78,707;-2,809
CSp-ÑV_E2-94-0010;-78,707;-2,809
CSp-ÑIV_C4-86-0004;-78,708;-1,665
CSp-ÑIII_E2-85-0019;-78,709;-0,826
CSp-ÑIII_E4-87-0033;-78,709;-0,993
CSp-ÑIV_A4-87-0087;-78,708;-1,215
CSp-ÑIV_C2-83-0202;-78,707;-1,479
CSp-ÑVI_E2-82-0053;-78,703;-3,822
CSp-ÑVI_C2-90-0090;-78,704;-3,446
CSp-ÑIV_A4-86-0221;-78,707;-1,313
CSp-ÑV_A4-84-0060;-78,706;-2,27
CSp-ÑV_A4-95-0047;-78,706;-2,199
CSp-ÑVI_E4-88-0028;-78,702;-3,934
CSp-ÑIII_E2-85-0025;-78,707;-0,822
CSp-ÑV_E2-92-0025;-78,704;-2,72
CSp-ÑIV_E2-86-0015;-78,706;-1,705
CSp-ÑV_E2-92-0020;-78,704;-2,756
