ID_Nac;X;Y
CSp-NVII_F4-85-0047;-79,11;-4,922
CSp-NV_B4-91-0059;-79,116;-2,187
CSp-NV_D4-90-0023;-79,115;-2,545
CSp-NV_B4-81-0053;-79,115;-2,249
CSp-NV_B2-91-0043;-79,115;-2,065
CSp-NVI_B2-83-0080;-79,114;-3,01
CSp-NV_B2-95-0040;-79,115;-2,119
CSp-NV_B2-95-0041;-79,115;-2,125
CSp-NV_B2-95-0039;-79,115;-2,107
CSp-NIV_F2-92-0001;-79,115;-1,7
CSp-NV_B4-95-0066;-79,115;-2,219
CSp-NVI_D4-91-0008;-79,112;-3,586
CSp-NV_D2-87-0009;-79,114;-2,393
CSp-NIV_F4-91-0030;-79,114;-1,946
CSp-NIII_B4-84-0053;-79,115;-0,328
CSp-NVI_B2-83-0079;-79,113;-3,007
CSp-NVII_D4-85-0068;-79,109;-4,577
CSp-NVI_D4-91-0007;-79,111;-3,583
CSp-NIII_F2-88-0014;-79,115;-0,734
CSp-NVI_D2-81-0024;-79,111;-3,39
CSp-NIII_D4-90-0029;-79,115;-0,643
CSp-NVII_F4-91-0046;-79,108;-4,865
CSp-NIV_F4-91-0025;-79,113;-1,881
CSp-NIV_F2-92-0012;-79,113;-1,82
CSp-NIII_D4-90-0005;-79,114;-0,513
CSp-NVI_B2-83-0081;-79,111;-3,009
CSp-NIV_F2-93-0004;-79,113;-1,673
CSp-NIV_F2-92-0003;-79,112;-1,686
CSp-NV_B2-100-0045;-79,112;-2,082
CSp-NIV_F2-92-0004;-79,112;-1,682
CSp-NIV_B4-92-0014;-79,112;-1,168
CSp-NVI_F4-93-0059;-79,108;-3,861
CSp-NV_F4-90-0028;-79,11;-2,96
CSp-NIV_F4-91-0029;-79,111;-1,952
CSp-NIV_F4-91-0024;-79,111;-1,873
CSp-NIV_D4-86-0040;-79,112;-1,65
CSp-NV_B4-91-0052;-79,111;-2,281
CSp-NV_F4-89-0001;-79,11;-2,849
CSp-NVII_D4-85-0067;-79,106;-4,549
CSp-NVI_B4-89-0073;-79,109;-3,319
CSp-NVI_D4-91-0006;-79,108;-3,576
CSp-NIII_B2-89-0040;-79,112;-0,04
CSp-NVII_F4-85-0046;-79,105;-4,931
CSp-NIV_F2-92-0002;-79,111;-1,696
CSp-NVII_F2-93-0046;-79,105;-4,818
CSp-NVI_D2-81-0026;-79,108;-3,4
CSp-NV_B2-93-0036;-79,11;-2,009
CSp-NIV_F4-92-0021;-79,11;-1,896
CSp-NVI_D2-86-0026;-79,107;-3,425
CSp-NVI_B2-83-0082;-79,108;-3,008
CSp-NV_B2-92-0042;-79,109;-2,053
CSp-NVI_D2-98-0026;-79,107;-3,451
CSp-NVI_B2-96-0089;-79,108;-3,135
CSp-NVI_B4-85-0102;-79,107;-3,29
CSp-NIII_D4-90-0028;-79,11;-0,638
CSp-NV_D2-97-0011;-79,109;-2,458
CSp-NVI_D2-98-0025;-79,107;-3,443
CSp-NVI_D4-91-0020;-79,106;-3,567
CSp-NV_B2-92-0041;-79,108;-2,051
CSp-NVI_B4-89-0074;-79,106;-3,31
CSp-NIV_B2-82-0018;-79,109;-1,142
CSp-NIV_D4-87-0010;-79,109;-1,581
CSp-NIV_D4-87-0009;-79,108;-1,586
CSp-NV_B2-100-0046;-79,108;-2,073
CSp-NV_F4-90-0026;-79,106;-2,956
CSp-NVI_D2-81-0025;-79,106;-3,394
CSp-NV_D2-87-0010;-79,107;-2,391
CSp-NIII_F2-87-0100;-79,108;-0,715
CSp-NIV_B2-90-0022;-79,108;-1,144
CSp-NVI_D2-87-0040;-79,105;-3,381
CSp-NIV_F2-86-0051;-79,107;-1,804
CSp-NV_B4-91-0053;-79,107;-2,285
CSp-NV_B2-93-0037;-79,107;-2,01
CSp-NVI_B2-96-0076;-79,105;-3,051
CSp-NV_D2-97-0008;-79,106;-2,485
CSp-NV_D2-87-0018;-79,106;-2,405
CSp-NIII_F2-90-0033;-79,107;-0,687
CSp-NV_B4-95-0051;-79,106;-2,2
CSp-NV_D2-87-0011;-79,105;-2,393
CSp-NVI_B2-100-0007;-79,104;-3,06
CSp-NIV_F2-86-0052;-79,106;-1,811
CSp-NIV_F4-81-0034;-79,105;-1,994
CSp-NVII_D4-85-0066;-79,1;-4,549
CSp-NVI_D2-98-0024;-79,103;-3,449
CSp-NIV_F2-86-0032;-79,105;-1,69
CSp-NIV_F2-86-0033;-79,105;-1,695
CSp-NVII_F4-91-0045;-79,099;-4,868
CSp-NV_D2-87-0017;-79,104;-2,402
CSp-NVI_B4-89-0072;-79,102;-3,327
CSp-NVI_B2-83-0083;-79,103;-3,008
CSp-NVI_B2-83-0096;-79,103;-3,042
CSp-NV_B4-93-0060;-79,103;-2,307
CSp-NIII_F2-88-0013;-79,105;-0,746
CSp-NIII_D2-83-0077;-79,105;-0,348
CSp-NVI_D2-87-0041;-79,101;-3,379
CSp-NVI_D4-89-0010;-79,101;-3,573
CSp-NV_B4-95-0054;-79,103;-2,285
CSp-NVI_B2-93-0004;-79,102;-3,019
CSp-NIV_F4-95-0018;-79,103;-1,858
CSp-NV_D2-88-0007;-79,102;-2,435
CSp-NIV_F4-81-0035;-79,103;-1,992
CSp-NVII_F2-93-0045;-79,1;-3,574
CSp-NVI_D4-89-0009;-79,097;-4,8
CSp-NIV_B2-90-0021;-79,103;-1,165
CSp-NVI_F4-85-0073;-79,099;-3,977
CSp-NIII_F2-82-0035;-79,103;-0,722
CSp-NVI_D2-86-0023;-79,1;-3,399
CSp-NIV_F2-92-0033;-79,102;-1,697
CSp-NVI_B2-83-0088;-79,1;-3,116
CSp-NIV_F4-91-0022;-79,102;-1,917
CSp-NIV_F2-86-0038;-79,102;-1,677
CSp-NIV_F4-91-0035;-79,101;-1,972
CSp-NIV_D4-86-0041;-79,102;-1,655
CSp-NIV_D4-86-0041;-79,102;-1,655
CSp-NV_F4-89-0042;-79,1;-2,859
CSp-NIV_F4-81-0036;-79,101;-1,989
CSp-NV_B4-91-0054;-79,101;-2,287
CSp-NV_B4-91-0055;-79,101;-2,29
CSp-NIV_B4-95-0015;-79,101;-1,222
CSp-NVI_D4-89-0007;-79,098;-3,577
CSp-NIV_D2-98-0035;-79,101;-1,5
CSp-NV_B2-93-0038;-79,1;-2,005
CSp-NV_F4-89-0041;-79,099;-2,862
CSp-NV_B4-100-0062;-79,099;-2,301
CSp-NV_F4-90-0027;-79,098;-2,943
CSp-NIV_F4-91-0023;-79,1;-1,921
CSp-NV_B4-95-0050;-79,099;-2,196
CSp-NV_B4-93-0059;-79,099;-2,314
CSp-NV_D2-88-0008;-79,099;-2,439
CSp-NV_D2-87-0019;-79,098;-2,405
CSp-NIII_F4-88-0012;-79,1;-0,879
CSp-NVI_D4-89-0008;-79,096;-3,572
CSp-NVI_D2-86-0022;-79,096;-3,403
CSp-NIV_F4-91-0036;-79,098;-1,971
CSp-NV_B2-95-0044;-79,098;-2,143
CSp-NV_D2-97-0007;-79,098;-2,494
CSp-NV_D4-89-0023;-79,098;-2,547
CSp-NIV_F4-91-0037;-79,098;-1,959
CSp-NVI_B2-96-0086;-79,096;-3,154
CSp-NV_B2-92-0043;-79,098;-2,038
CSp-NV_B4-95-0055;-79,097;-2,289
CSp-NVII_F2-91-0063;-79,092;-4,669
CSp-NIII_F4-88-0011;-79,098;-0,872
CSp-NIV_F2-86-0037;-79,097;-1,686
CSp-NV_F4-89-0040;-79,096;-2,86
CSp-NIII_B4-89-0060;-79,098;-0,271
CSp-NIV_F4-81-0017;-79,097;-1,927
CSp-NV_D4-94-0026;-79,096;-2,55
CSp-NIV_F4-91-0033;-79,096;-1,978
CSp-NIII_F4-87-0092;-79,097;-0,876
CSp-NVI_B2-93-0035;-79,095;-3,09
CSp-NVI_D2-98-0023;-79,094;-3,447
CSp-NVI_B2-96-0077;-79,094;-3,04
CSp-NV_F4-90-0017;-79,095;-2,861
CSp-NIV_F4-81-0018;-79,096;-1,937
CSp-NIV_F2-92-0034;-79,096;-1,703
CSp-NIV_F4-91-0034;-79,096;-1,975
CSp-NV_B4-95-0062;-79,095;-2,332
CSp-NV_B4-93-0061;-79,095;-2,3
CSp-NV_D4-97-0032;-79,095;-2,505
CSp-NIV_B4-95-0014;-79,096;-1,216
CSp-NV_B4-95-0056;-79,095;-2,297
CSp-NV_B4-93-0052;-79,094;-2,188
CSp-NIV_F2-96-0054;-79,095;-1,787
CSp-NV_F4-90-0023;-79,093;-2,985
CSp-NV_D2-97-0013;-79,094;-2,403
CSp-NV_D2-97-0012;-79,094;-2,397
CSp-NIV_F2-96-0056;-79,094;-1,769
CSp-NIV_F2-92-0035;-79,095;-1,696
CSp-NIII_B4-84-0004;-79,095;-0,268
CSp-NV_B4-93-0066;-79,094;-2,252
CSp-NV_B4-95-0065;-79,094;-2,322
CSp-NV_B2-95-0034;-79,094;-2,058
CSp-NV_D2-88-0009;-79,093;-2,45
CSp-NIII_B4-98-0053;-79,095;-0,184
CSp-NIV_B4-95-0016;-79,094;-1,228
CSp-NV_B4-91-0057;-79,093;-2,214
CSp-NV_B2-81-0045;-79,093;-2,061
CSp-NIV_B4-98-0013;-79,094;-1,207
CSp-NV_B2-100-0042;-79,093;-2,115
CSp-NIV_F4-81-0037;-79,093;-1,997
CSp-NV_F4-89-0049;-79,091;-2,986
CSp-NV_B4-93-0058;-79,092;-2,317
CSp-NIV_F4-91-0031;-79,093;-1,946
CSp-NIV_B4-95-0017;-79,093;-1,229
CSp-NIV_B4-98-0014;-79,093;-1,209
CSp-NIV_F2-86-0039;-79,093;-1,675
CSp-NV_D2-87-0008;-79,092;-2,424
CSp-NV_F4-90-0030;-79,091;-2,962
CSp-NIV_F2-86-0050;-79,092;-1,803
CSp-NV_B4-93-0051;-79,091;-2,184
CSp-NV_F4-89-0003;-79,09;-2,865
CSp-NV_B4-95-0063;-79,091;-2,326
CSp-NVII_F2-93-0044;-79,086;-4,808
CSp-NIV_F4-91-0016;-79,092;-1,84
CSp-NIV_B2-81-0013;-79,092;-1,146
CSp-NIV_F2-96-0057;-79,091;-1,772
CSp-NIV_F2-92-0036;-79,091;-1,704
CSp-NIV_B2-81-0039;-79,091;-1,061
CSp-NV_B4-91-0062;-79,09;-2,263
CSp-NIV_F2-86-0049;-79,09;-1,799
CSp-NVI_D4-89-0006;-79,087;-3,584
CSp-NVI_B2-93-0038;-79,088;-3,108
CSp-NV_B4-91-0061;-79,089;-2,268
CSp-NIII_B4-84-0001;-79,091;-0,287
CSp-NIV_F2-92-0037;-79,09;-1,706
CSp-NIV_B2-81-0014;-79,09;-1,143
CSp-NV_B2-93-0039;-79,089;-2,018
CSp-NV_D2-87-0021;-79,089;-2,447
CSp-NV_B4-91-0060;-79,089;-2,27
CSp-NIII_B4-84-0002;-79,09;-0,286
CSp-NVI_B2-93-0003;-79,088;-3,016
CSp-NIII_D2-97-0057;-79,09;-0,437
CSp-NVI_B2-93-0002;-79,087;-3,014
CSp-NIV_B4-98-0015;-79,089;-1,21
CSp-NIV_F2-96-0058;-79,089;-1,77
CSp-NVI_B4-89-0075;-79,087;-3,308
CSp-NIII_D2-98-0047;-79,09;-0,408
CSp-NV_B4-93-0050;-79,088;-2,182
CSp-NV_D4-89-0022;-79,088;-2,571
CSp-NIII_B4-84-0003;-79,089;-0,277
CSp-NV_D4-94-0023;-79,087;-2,586
CSp-NV_D2-97-0015;-79,088;-2,416
CSp-NVII_F2-93-0043;-79,082;-4,813
CSp-NV_D2-90-0002;-79,087;-2,474
CSp-NIV_F4-91-0032;-79,088;-1,947
CSp-NV_D2-90-0009;-79,087;-2,343
CSp-NIV_F4-81-0038;-79,088;-1,991
CSp-NIV_F2-92-0058;-79,088;-1,738
CSp-NIV_B2-81-0012;-79,088;-1,15
CSp-NIV_F2-92-0059;-79,087;-1,731
CSp-NIV_F2-96-0036;-79,087;-1,681
CSp-NVI_D2-87-0042;-79,085;-3,369
CSp-NV_F4-90-0024;-79,085;-2,981
CSp-NIV_F2-96-0055;-79,087;-1,787
CSp-NV_D2-90-0012;-79,086;-2,363
CSp-NV_D4-94-0025;-79,086;-2,569
CSp-NV_D4-89-0020;-79,085;-2,548
CSp-NV_B4-91-0051;-79,086;-2,187
CSp-NV_B4-81-0067;-79,086;-2,308
CSp-NV_D2-88-0011;-79,085;-2,461
CSp-NV_D2-97-0017;-79,085;-2,429
CSp-NVI_B4-85-0103;-79,084;-3,281
CSp-NVI_D2-81-0042;-79,083;-3,343
CSp-NVI_F4-85-0072;-79,082;-3,974
CSp-NV_D2-89-0024;-79,084;-2,48
CSp-NIII_D4-90-0031;-79,086;-0,657
CSp-NIV_F2-95-0035;-79,085;-1,707
CSp-NIII_B2-84-0023;-79,086;-0,161
CSp-NV_B4-81-0066;-79,084;-2,308
CSp-NIV_F2-86-0048;-79,085;-1,797
CSp-NVI_D2-81-0043;-79,082;-3,341
CSp-NIV_B2-81-0015;-79,085;-1,141
CSp-NIV_B2-82-0019;-79,085;-1,091
CSp-NV_B2-100-0043;-79,083;-2,929
CSp-NV_F4-89-0033;-79,084;-2,092
CSp-NIV_F4-91-0017;-79,084;-1,841
CSp-NIV_F2-95-0036;-79,084;-1,709
CSp-NVI_B2-98-0077;-79,082;-3,004
CSp-NVI_B2-98-0077;-79,082;-3,004
CSp-NIV_F2-96-0035;-79,084;-1,684
CSp-NV_D4-97-0030;-79,083;-2,504
CSp-NV_D4-94-0024;-79,083;-2,57
CSp-NV_B2-81-0044;-79,084;-2,062
CSp-NIII_D4-90-0032;-79,085;-0,658
CSp-NV_F4-89-0056;-79,082;-2,999
CSp-NV_D4-89-0021;-79,083;-2,548
CSp-NV_F4-89-0050;-79,082;-2,98
CSp-NV_B2-81-0042;-79,083;-2,07
CSp-NIV_D2-95-0005;-79,084;-1,413
CSp-NIII_F2-87-0083;-79,084;-0,71
CSp-NIV_F2-96-0037;-79,083;-1,678
CSp-NV_D2-87-0002;-79,082;-2,488
CSp-NV_D2-87-0020;-79,082;-2,429
CSp-NV_F4-89-0051;-79,081;-2,976
CSp-NIV_F2-95-0034;-79,083;-1,705
CSp-NV_D2-90-0001;-79,082;-2,47
CSp-NVI_B2-96-0087;-79,081;-3,141
CSp-NVI_B2-100-0008;-79,081;-3,057
CSp-NV_D2-87-0001;-79,081;-2,491
CSp-NV_D4-94-0027;-79,081;-2,558
CSp-NIV_F4-95-0033;-79,082;-1,952
CSp-NV_F4-90-0032;-79,08;-2,88
CSp-NV_F4-90-0009;-79,08;-2,945
CSp-NIV_F4-91-0015;-79,082;-1,851
CSp-NVI_B4-85-0104;-79,079;-3,26
CSp-NVI_B2-93-0036;-79,079;-3,112
CSp-NV_D2-87-0003;-79,08;-2,483
CSp-NIII_D2-97-0058;-79,082;-0,433
CSp-NV_D4-94-0021;-79,08;-2,597
CSp-NV_D2-90-0010;-79,08;-2,353
CSp-NV_D2-90-0011;-79,08;-2,358
CSp-NV_B2-81-0043;-79,081;-2,062
CSp-NVI_D4-91-0019;-79,078;-3,588
CSp-NV_B4-91-0050;-79,08;-2,184
CSp-NV_B4-81-0065;-79,08;-2,307
CSp-NV_D4-94-0022;-79,08;-2,596
CSp-NV_B2-100-0040;-79,08;-2,03
CSp-NVI_F4-85-0071;-79,077;-3,97
CSp-NV_B2-95-0043;-79,08;-2,123
CSp-NIV_F2-86-0047;-79,08;-1,792
CSp-NIV_F2-86-0053;-79,08;-1,788
CSp-NV_D2-90-0003;-79,079;-2,48
CSp-NIII_D4-88-0031;-79,081;-0,594
CSp-NIV_D4-98-0018;-79,08;-1,521
CSp-NV_D4-97-0031;-79,079;-2,512
CSp-NVI_B2-98-0079;-79,078;-3,004
CSp-NIV_F2-92-0053;-79,08;-1,757
CSp-NIV_F4-95-0032;-79,079;-1,956
CSp-NVI_B2-100-0001;-79,078;-3,048
CSp-NV_F4-90-0003;-79,078;-2,869
CSp-NVI_D4-91-0018;-79,077;-3,588
CSp-NVI_D4-91-0017;-79,077;-3,587
CSp-NVI_B2-96-0078;-79,077;-3,039
CSp-NIV_F4-91-0018;-79,079;-1,867
CSp-NVI_B2-100-0009;-79,077;-3,067
CSp-NIII_D2-97-0059;-79,08;-0,428
CSp-NV_F4-89-0026;-79,077;-2,924
CSp-NVI_D2-87-0043;-79,076;-3,361
CSp-NIV_B2-82-0016;-79,079;-1,073
CSp-NIV_F2-95-0033;-79,078;-1,693
CSp-NIV_F2-92-0057;-79,078;-1,744
CSp-NIV_D4-96-0026;-79,078;-1,639
CSp-NIV_F4-100-0041;-79,078;-1,991
CSp-NIV_F2-93-0012;-79,078;-1,823
CSp-NV_F4-90-0011;-79,076;-2,881
CSp-NIV_F4-91-0026;-79,077;-1,89
CSp-NIII_B4-89-0001;-79,078;-0,249
CSp-NIV_F4-95-0031;-79,077;-1,957
CSp-NV_F4-90-0031;-79,075;-2,954
CSp-NIII_F2-82-0034;-79,078;-0,731
CSp-NV_D2-90-0013;-79,076;-2,366
CSp-NIV_F2-92-0042;-79,076;-1,725
CSp-NIV_F2-86-0034;-79,076;-1,71
CSp-NIV_F4-100-0033;-79,075;-2,456
CSp-NV_D2-89-0025;-79,075;-1,944
CSp-NV_F4-89-0052;-79,074;-2,977
CSp-NIII_D4-88-0030;-79,076;-0,591
CSp-NV_D4-94-0028;-79,074;-2,553
CSp-NV_F4-89-0055;-79,074;-2,992
CSp-NIII_B4-98-0052;-79,076;-0,191
CSp-NV_D2-88-0010;-79,074;-2,475
CSp-NIV_D2-95-0006;-79,075;-1,401
CSp-NIII_D2-97-0056;-79,076;-0,436
CSp-NVI_B2-98-0105;-79,073;-3,072
CSp-NVI_D2-86-0046;-79,072;-3,349
CSp-NIV_F2-92-0054;-79,075;-1,753
CSp-NIV_F4-92-0019;-79,074;-1,861
CSp-NIV_F2-96-0034;-79,074;-1,681
CSp-NV_D2-88-0001;-79,073;-2,412
CSp-NIV_F4-91-0027;-79,074;-1,899
CSp-NV_D2-89-0014;-79,073;-2,394
CSp-NV_B4-91-0049;-79,073;-2,175
CSp-NIV_F4-93-0028;-79,074;-1,934
CSp-NV_F4-89-0018;-79,072;-2,906
CSp-NVI_B2-93-0034;-79,072;-3,079
CSp-NV_B2-81-0046;-79,073;-2,055
CSp-NVII_F4-85-0044;-79,067;-4,944
CSp-NIII_F2-87-0082;-79,074;-0,713
CSp-NIV_F2-86-0055;-79,073;-1,777
CSp-NV_D2-89-0015;-79,072;-2,397
CSp-NV_B4-81-0063;-79,072;-2,317
CSp-NIV_F2-92-0056;-79,072;-1,753
CSp-NV_F4-90-0004;-79,071;-2,86
CSp-NV_F4-89-0019;-79,071;-2,905
CSp-NIII_B4-98-0054;-79,073;-0,226
CSp-NIV_B4-92-0015;-79,072;-1,194
CSp-NV_D2-97-0004;-79,071;-2,468
CSp-NV_F4-89-0062;-79,07;-2,991
CSp-NVII_F2-93-0058;-79,066;-4,675
CSp-NV_F4-90-0005;-79,07;-2,861
CSp-NV_F4-90-0010;-79,07;-2,886
CSp-NIV_F2-92-0055;-79,072;-1,751
CSp-NV_D2-89-0016;-79,071;-2,399
CSp-NV_B4-81-0064;-79,071;-2,317
CSp-NV_D2-97-0018;-79,07;-2,375
CSp-NVI_B2-96-0075;-79,069;-3,013
CSp-NIV_F2-86-0035;-79,071;-1,7
CSp-NV_D2-90-0014;-79,07;-2,362
CSp-NVI_B2-96-0073;-79,069;-3,008
CSp-NVI_B2-96-0073;-79,069;-3,008
CSp-NV_B4-100-0068;-79,07;-2,328
CSp-NIV_B4-98-0016;-79,071;-1,205
CSp-NV_D2-97-0019;-79,069;-2,375
CSp-NVI_D2-81-0023;-79,068;-3,389
CSp-NIII_D4-88-0029;-79,071;-0,591
CSp-NVI_B4-89-0078;-79,067;-3,298
CSp-NVI_B2-98-0104;-79,068;-3,081
CSp-NIV_B4-92-0016;-79,07;-1,201
CSp-NVI_B2-96-0072;-79,068;-3,008
CSp-NIV_F4-100-0039;-79,069;-1,996
CSp-NIV_F4-93-0021;-79,069;-1,881
CSp-NV_F4-89-0004;-79,068;-2,853
CSp-NV_D2-97-0005;-79,068;-2,464
CSp-NV_B4-100-0067;-79,068;-2,331
CSp-NVI_B2-98-0103;-79,067;-3,087
CSp-NV_B4-91-0063;-79,068;-2,284
CSp-NIV_F4-91-0038;-79,066;-3,346
CSp-NVI_D2-81-0046;-79,068;-1,972
CSp-NIV_F2-95-0037;-79,069;-1,719
CSp-NIV_F2-93-0014;-79,068;-1,797
CSp-NVI_B2-96-0079;-79,066;-3,033
CSp-NIV_F2-86-0054;-79,068;-1,785
CSp-NVI_D2-81-0045;-79,066;-3,348
CSp-NIV_B4-86-0014;-79,068;-1,223
CSp-NV_D2-97-0021;-79,067;-2,362
CSp-NIV_F2-95-0038;-79,068;-1,715
CSp-NIV_F4-93-0029;-79,067;-1,932
CSp-NIV_B4-86-0015;-79,067;-1,236
CSp-NV_B4-100-0057;-79,066;-2,235
CSp-NVI_B4-89-0077;-79,064;-3,308
CSp-NIV_F2-93-0013;-79,067;-1,821
CSp-NV_F4-89-0022;-79,065;-2,908
CSp-NV_D4-94-0029;-79,066;-2,549
CSp-NV_F4-90-0006;-79,065;-2,873
CSp-NIV_F4-100-0024;-79,066;-1,845
CSp-NVI_B2-83-0084;-79,065;-3,035
CSp-NV_B4-100-0066;-79,065;-2,324
CSp-NIV_F4-95-0023;-79,066;-1,948
CSp-NIV_D2-95-0007;-79,066;-1,364
CSp-NVI_D2-87-0024;-79,063;-3,433
CSp-NV_B4-92-0059;-79,065;-2,264
CSp-NV_D2-89-0017;-79,065;-2,397
CSp-NV_F4-89-0061;-79,064;-2,954
CSp-NV_D2-97-0006;-79,065;-2,454
CSp-NVI_B4-89-0079;-79,063;-3,276
CSp-NIII_D2-98-0048;-79,066;-0,412
CSp-NIV_F4-81-0039;-79,065;-1,975
CSp-NVI_D4-85-0027;-79,063;-3,58
CSp-NIV_F4-93-0020;-79,065;-1,876
CSp-NIV_F4-100-0025;-79,065;-1,842
CSp-NIV_F4-93-0019;-79,065;-1,87
CSp-NV_D4-94-0016;-79,064;-2,51
CSp-NIV_B2-82-0017;-79,066;-1,132
CSp-NV_D2-89-0018;-79,064;-2,395
CSp-NVI_B2-100-0002;-79,063;-3,038
CSp-NV_B4-92-0060;-79,064;-2,27
CSp-NV_F4-89-0063;-79,063;-2,953
CSp-NIV_F2-92-0032;-79,065;-1,7
CSp-NV_B2-81-0049;-79,064;-2,164
CSp-NIV_F4-93-0022;-79,065;-1,888
CSp-NIV_F4-91-0028;-79,064;-1,901
CSp-NIII_F2-88-0023;-79,065;-0,718
CSp-NIV_F4-93-0023;-79,064;-1,895
CSp-NIII_D2-97-0054;-79,065;-0,467
CSp-NIV_F2-86-0036;-79,064;-1,72
CSp-NIII_D2-97-0055;-79,065;-0,466
CSp-NIII_F2-87-0080;-79,065;-0,712
CSp-NV_B2-95-0037;-79,064;-2,019
CSp-NIV_F2-96-0033;-79,064;-1,683
CSp-NV_B4-100-0053;-79,063;-2,261
CSp-NVI_B2-98-0106;-79,062;-3,075
CSp-NV_B4-100-0055;-79,063;-2,249
CSp-NIV_B2-87-0073;-79,064;-1,15
CSp-NV_F4-89-0059;-79,062;-2,945
CSp-NIII_F2-88-0022;-79,064;-0,715
CSp-NIV_D2-95-0008;-79,064;-1,369
CSp-NV_F4-89-0053;-79,062;-2,991
CSp-NIV_F2-92-0040;-79,063;-1,726
CSp-NV_B2-95-0038;-79,063;-2,017
CSp-NIV_B2-87-0074;-79,064;-1,139
CSp-NIV_B2-87-0071;-79,064;-1,161
CSp-NV_D4-97-0029;-79,062;-2,504
CSp-NIV_D4-86-0025;-79,063;-1,596
CSp-NVII_F2-85-0054;-79,057;-4,699
CSp-NV_D2-97-0003;-79,062;-2,47
CSp-NIV_B4-92-0017;-79,063;-1,199
CSp-NV_D2-97-0001;-79,062;-2,478
CSp-NIV_F4-95-0030;-79,062;-1,96
CSp-NV_D2-97-0020;-79,062;-2,379
CSp-NV_B4-91-0058;-79,062;-2,183
CSp-NVI_D2-81-0022;-79,06;-3,401
CSp-NV_B2-95-0035;-79,062;-2,03
CSp-NIII_B4-84-0050;-79,061;-2,414
CSp-NV_D2-88-0002;-79,063;-0,25
CSp-NVI_B2-100-0003;-79,06;-3,039
CSp-NIII_F2-81-0021;-79,063;-0,738
CSp-NV_F4-89-0058;-79,06;-2,945
CSp-NV_B4-92-0061;-79,061;-2,288
CSp-NV_B4-100-0065;-79,061;-2,325
CSp-NV_B4-92-0062;-79,061;-2,294
CSp-NVI_D4-85-0026;-79,059;-3,579
CSp-NIV_F2-96-0041;-79,062;-1,687
CSp-NIII_F2-81-0022;-79,062;-0,735
CSp-NVI_D2-81-0044;-79,059;-3,357
CSp-NIV_B2-90-0019;-79,062;-1,122
CSp-NVI_D2-87-0023;-79,059;-3,441
CSp-NVI_F4-85-0070;-79,058;-3,967
CSp-NV_D2-97-0002;-79,06;-2,47
CSp-NIV_B4-96-0019;-79,062;-1,22
CSp-NVI_D2-87-0022;-79,058;-3,445
CSp-NIV_D2-95-0009;-79,061;-1,368
CSp-NIV_F4-95-0022;-79,061;-1,952
CSp-NIV_F2-92-0038;-79,061;-1,723
CSp-NIV_F2-92-0031;-79,061;-1,694
CSp-NVI_D2-98-0069;-79,058;-3,347
CSp-NIII_F4-88-0034;-79,061;-0,952
CSp-NIV_F4-95-0020;-79,06;-1,952
CSp-NV_B2-81-0048;-79,06;-2,157
CSp-NV_B4-100-0064;-79,06;-2,324
CSp-NIII_F2-88-0021;-79,061;-0,713
CSp-NV_B2-95-0036;-79,06;-2,024
CSp-NIV_F2-96-0053;-79,06;-1,758
CSp-NV_F4-89-0005;-79,058;-2,869
CSp-NV_F4-89-0054;-79,058;-2,966
CSp-NV_B4-100-0056;-79,059;-2,241
CSp-NIV_F4-95-0029;-79,059;-1,974
CSp-NV_D2-88-0022;-79,058;-2,429
CSp-NV_D4-94-0017;-79,058;-2,515
CSp-NIV_F2-95-0039;-79,059;-1,714
CSp-NVI_B2-96-0092;-79,057;-3,071
CSp-NVI_B2-83-0094;-79,056;-3,014
CSp-NV_B4-100-0054;-79,057;-2,248
CSp-NIV_B2-87-0072;-79,059;-1,156
CSp-NVII_F2-93-0057;-79,052;-4,753
CSp-NIII_B4-83-0071;-79,059;-0,32
CSp-NVII_F2-85-0055;-79,052;-4,696
CSp-NIV_F4-95-0021;-79,058;-1,952
CSp-NIV_F2-92-0039;-79,058;-1,725
CSp-NVI_D2-86-0041;-79,055;-3,375
CSp-NIV_F4-100-0023;-79,057;-1,858
CSp-NIV_F2-86-0056;-79,057;-1,777
CSp-NV_D2-88-0023;-79,056;-2,43
CSp-NV_D2-88-0003;-79,056;-2,408
CSp-NV_B2-81-0041;-79,057;-2,068
CSp-NIV_B4-86-0016;-79,057;-1,274
CSp-NVI_D2-87-0021;-79,054;-3,45
CSp-NVII_F2-93-0054;-79,051;-4,762
CSp-NIV_B2-90-0020;-79,057;-1,122
CSp-NVII_F2-85-0056;-79,051;-4,691
CSp-NIV_F2-86-0057;-79,056;-1,776
CSp-NV_B4-95-0061;-79,055;-2,201
CSp-NIV_B4-98-0017;-79,056;-1,21
CSp-NIII_F2-87-0079;-79,056;-0,701
CSp-NVII_F2-93-0055;-79,049;-4,76
CSp-NIV_F2-95-0040;-79,055;-1,711
CSp-NIV_D2-98-0003;-79,055;-1,466
CSp-NVII_F2-93-0056;-79,049;-4,757
CSp-NIV_F4-100-0038;-79,054;-1,97
CSp-NVI_B2-93-0015;-79,053;-3,057
CSp-NIV_B2-90-0017;-79,055;-1,119
CSp-NIV_F4-100-0035;-79,054;-1,948
CSp-NIV_F2-86-0043;-79,054;-1,752
CSp-NIII_F2-81-0020;-79,055;-0,738
CSp-NIV_F2-96-0052;-79,054;-1,772
