ID_Nac;Hor;Hmor;Mor_Pp;Mor_suf;Mor_ sec;Lim_sup;Lim_inf;CO;pH_H2O;PH;CE_dS/m
CSp-NIII_B4-89-0046;2;A;A;;1;30;77;0,981;6,7;0,067;0,04
CSp-NIII_B4-89-0046;3;Bw1;B;w;1;77;110;0;0;0;0
CSp-NIII_B4-89-0046;4;Bw2;B;w;1;110;140;0;0;0;0
CSp-NIII_B4-89-0060;1;Ap;A;p;1;0;22;0,458;6,31;0,0631;0,01
CSp-NIII_B4-89-0060;2;C1;C;;1;22;40;0,392;6,4;0,064;0,02
CSp-NIII_B4-89-0060;3;2C2;C;;2;40;145;0;0;0;0
CSp-NIII_B4-89-0061;1;Ap;A;p;1;0;10;3,911;5,25;0,0525;0,11
CSp-NIII_B4-89-0061;2;Bw1;B;w;1;10;32;1,504;6,09;0,0609;0,03
CSp-NIII_B4-89-0061;3;Bw2;B;w;1;32;78;4,892;6,01;0,0601;0,04
CSp-NIII_B4-89-0061;4;2Bw3;B;w;2;78;103;0;0;0;0
CSp-NIII_B4-89-0061;5;2Bw4;B;w;2;103;140;0;0;0;0
CSp-NIII_B4-97-0001;1;Ap;A;p;1;0;20;3,466;6,1;0,061;0,11
CSp-NIII_B4-97-0001;2;Bw1;B;w;1;20;75;1,094;6,35;0,0635;0,04
CSp-NIII_B4-97-0001;3;Bw2;B;w;1;75;105;0;0;0;0
CSp-NIII_B4-97-0001;4;Bw3;B;w;1;105;145;0;0;0;0
CSp-NIII_B4-97-0001;5;Bw4;B;w;1;145;165;0;0;0;0
CSp-NIII_B4-97-0019;1;Ap;A;p;1;0;20;3,358;7,22;0,0722;0,11
CSp-NIII_B4-97-0019;2;Bw1;B;w;1;20;40;1,834;7,49;0,0749;0,04
CSp-NIII_B4-97-0019;3;Bw2;B;w;1;40;82;1,995;7,43;0,0743;0,03
CSp-NIII_B4-97-0019;4;Bw3;B;w;1;82;100;0;0;0;0
CSp-NIII_B4-97-0019;5;Bw4;B;w;1;100;150;0;0;0;0
CSp-NIII_B4-97-0020;1;Ap;A;p;1;0;15;5,251;7,35;0,0735;0,2
CSp-NIII_B4-97-0020;2;Bw1;B;w;1;15;38;1,93;7,3;0,073;0,05
CSp-NIII_B4-97-0020;3;Bw2;B;w;1;38;70;2,059;7,25;0,0725;0,03
CSp-NIII_B4-97-0020;4;Bw3;B;w;1;70;120;0;0;0;0
CSp-NIII_B4-97-0020;5;Bw4;B;w;1;120;140;0;0;0;0
CSp-NIII_B4-97-0064;1;Ap;A;p;1;0;20;4,107;5,82;0,0582;0,13
CSp-NIII_B4-97-0064;2;Bw1;B;w;1;20;45;1,668;5,87;0,0587;0,05
CSp-NIII_B4-97-0064;3;Bw2;B;w;1;45;80;0;0;0;0
CSp-NIII_B4-97-0064;4;Bw3;B;w;1;80;115;0;0;0;0
CSp-NIII_B4-97-0064;5;Bw4;B;w;1;115;130;0;0;0;0
CSp-NIII_B4-97-0064;6;Bw5;B;w;1;130;145;0;0;0;0
CSp-NIII_B4-97-0065;1;A;A;;1;0;12;4,99;5,12;0,0512;0,22
CSp-NIII_B4-97-0065;2;Bw1;B;w;1;12;50;1,602;5,69;0,0569;0,04
CSp-NIII_B4-97-0065;3;Bw2;B;w;1;50;93;0;0;0;0
CSp-NIII_B4-97-0065;4;Bw3;B;w;1;93;125;0;0;0;0
CSp-NIII_B4-97-0065;5;2Ab;A;b;2;125;150;0;0;0;0
CSp-NIII_B4-98-0050;1;A;A;;1;0;5;2,269;5,7;0,057;0,08
CSp-NIII_B4-98-0050;2;Bw1;B;w;1;5;70;0,491;5,63;0,0563;0,02
CSp-NIII_B4-98-0050;3;Bw2;B;w;1;70;150;0;0;0;0
CSp-NIII_B4-98-0051;1;Ap;A;p;1;0;19;3,944;5,54;0,0554;0,08
CSp-NIII_B4-98-0051;2;Bhs;B;h;1;19;21;1,373;5,37;0,0537;0,06
CSp-NIII_B4-98-0051;3;C;C;;1;21;30;1,21;5,43;0,0543;0,03
CSp-NIII_B4-98-0051;4;2Bw1;B;w;2;30;80;1,766;5,74;0,0574;0,02
CSp-NIII_B4-98-0051;5;2Bw2;B;w;2;80;130;0;0;0;0
CSp-NIII_B4-98-0051;6;2Bw3;B;w;2;130;165;0;0;0;0
CSp-NIII_B4-98-0052;1;Ap;A;p;1;0;12;4,009;5,02;0,0502;0,1
CSp-NIII_B4-98-0052;2;C;C;;1;12;22;1,308;5,39;0,0539;0,1
CSp-NIII_B4-98-0052;3;2Ab1;A;b;2;22;35;1,602;5,61;0,0561;0,03
CSp-NIII_B4-98-0052;4;2Bw1;B;w;2;35;50;1,079;5,8;0,058;0,04
CSp-NIII_B4-98-0052;5;3Ab2;A;b;3;50;65;0;0;0;0
CSp-NIII_B4-98-0052;6;3Bw2;B;w;3;65;90;0;0;0;0
CSp-NIII_B4-98-0052;7;3Bw3;B;w;3;90;120;0;0;0;0
CSp-NIII_B4-98-0052;8;3Bw4;B;w;3;120;165;0;0;0;0
CSp-NIII_B4-98-0053;1;Ap;A;p;1;0;15;2,675;5,68;0,0568;0,07
CSp-NIII_B4-98-0053;2;Bw1;B;w;1;15;65;1,766;5,97;0,0597;0,03
CSp-NIII_B4-98-0053;3;Bw2;B;w;1;65;110;0;0;0;0
CSp-NIII_B4-98-0053;4;2C;C;;2;110;140;0;0;0;0
CSp-NIII_B4-98-0053;5;3Ab;A;b;3;140;160;0;0;0;0
CSp-NIII_B4-98-0054;1;Ap;A;p;1;0;15;4,271;5,51;0,0551;0,03
CSp-NIII_B4-98-0054;2;Bw1;B;w;1;15;50;1,439;5,91;0,0591;0,03
CSp-NIII_B4-98-0054;3;Bw2;B;w;1;50;75;0;0;0;0
CSp-NIII_B4-98-0054;4;Bw3;B;w;1;75;120;0;0;0;0
CSp-NIII_B4-98-0054;5;Bw4;B;w;1;120;140;0;0;0;0
CSp-NIII_B4-98-0054;6;2Ab;A;b;2;140;160;0;0;0;0
CSp-NIII_D1-82-0001;1;Ap;A;p;1;0;20;1,7;6,52;0,0652;0,07
CSp-NIII_D1-82-0001;2;Bw;B;w;1;20;85;0,65;7;0,07;0,04
CSp-NIII_D1-82-0001;3;Bg1;B;g;1;85;120;0;0;0;0
CSp-NIII_D1-82-0001;4;Bg2;B;g;1;120;145;0;0;0;0
CSp-NIII_D1-82-0002;1;Ap;A;p;1;0;15;1,868;6,97;0,0697;0,08
CSp-NIII_D1-82-0002;2;Bw1;B;w;1;15;50;0,621;6,87;0,0687;0,03
CSp-NIII_D1-82-0002;3;Bw2;B;w;1;50;110;0,754;6,84;0,0684;0,04
CSp-NIII_D1-82-0002;4;Bw3;B;w;1;110;160;0,69;6,85;0,0685;0,03
CSp-NIII_D1-82-0003;1;Ap;A;p;1;0;10;2,778;6,93;0,0693;0,09
CSp-NIII_D1-82-0003;2;A1;A;;1;10;110;1,224;6,87;0,0687;0,05
CSp-NIII_D1-82-0003;3;A2;A;;1;110;135;0,992;6,74;0,0674;0,03
CSp-NIII_D1-82-0003;4;Bw;B;w;1;135;150;0;0;0;0
CSp-NIII_D1-82-0004;1;Ap;A;p;1;0;10;2,622;6,77;0,0677;0,06
CSp-NIII_D1-82-0004;2;A;A;;1;10;95;1,177;6,91;0,0691;0,04
CSp-NIII_D1-82-0004;3;2C;C;;2;95;130;0,128;6,9;0,069;0,03
CSp-NIII_D1-82-0004;4;Ab;A;b;1;130;140;0,696;6,95;0,0695;0,04
CSp-NIII_D1-82-0005;1;Ap;A;p;1;0;15;3,869;6,72;0,0672;0,05
CSp-NIII_D1-82-0005;2;Bw1;B;w;1;15;105;1,172;7,05;0,0705;0,03
CSp-NIII_D1-82-0005;3;Bw2;B;w;1;105;150;0,574;6,93;0,0693;0,02
CSp-NIII_D1-82-0006;1;Ap;A;p;1;0;15;2,599;6,83;0,0683;0,08
CSp-NIII_D1-82-0006;2;A1;A;;1;15;60;1,218;7,05;0,0705;0,04
CSp-NIII_D1-82-0006;3;A2;A;;1;60;130;0;0;0;0
CSp-NIII_D1-82-0006;4;Bw;B;w;1;130;150;0;0;0;0
CSp-NIII_D1-82-0007;1;Ap;A;p;1;0;10;2,1;6,71;0,0671;0,05
CSp-NIII_D1-82-0007;2;A1;A;;1;10;60;1,027;7,04;0,0704;0,03
CSp-NIII_D1-82-0007;3;A2;A;;1;60;105;0;0;0;0
CSp-NIII_D1-82-0007;4;Ab;A;b;1;105;150;0;0;0;0
CSp-NIII_D1-88-0001;1;Ap;A;p;1;0;20;2,378;6,48;0,0648;0,06
CSp-NIII_D1-88-0001;2;Bw1;B;w;1;20;55;1,125;6,65;0,0665;0,04
CSp-NIII_D1-88-0001;3;Bw2;B;w;1;55;95;0,957;6,64;0,0664;0,04
CSp-NIII_D1-88-0001;4;Bw3;B;w;1;95;120;0;0;0;0
CSp-NIII_D1-88-0001;5;Bw4;B;w;1;120;140;0;0;0;0
CSp-NIII_D1-88-0001;6;Bw5;B;w;1;140;155;0;0;0;0
CSp-NIII_D1-88-0002;1;Ap;A;p;1;0;25;2,401;6,38;0,0638;0,06
CSp-NIII_D1-88-0002;2;Bw1;B;w;1;25;55;0,882;6,52;0,0652;0,06
CSp-NIII_D1-88-0002;3;Bw2;B;w;1;55;100;0;0;0;0
CSp-NIII_D1-88-0002;4;Bw3;B;w;1;100;140;0;0;0;0
CSp-NIII_D1-88-0003;1;Ap;A;p;1;0;25;3,486;6,33;0,0633;0,09
CSp-NIII_D1-88-0003;2;Bw1;B;w;1;25;60;1,357;6,52;0,0652;0,03
CSp-NIII_D1-88-0003;3;Bw2;B;w;1;60;80;0;0;0;0
CSp-NIII_D1-88-0003;4;Bw3;B;w;1;80;130;0;0;0;0
CSp-NIII_D1-88-0003;5;Bw4;B;w;1;130;155;0;0;0;0
CSp-NIII_D1-88-0004;1;Ap;A;p;1;0;20;3,428;6,73;0,0673;0,1
CSp-NIII_D1-88-0004;2;Bw1;B;w;1;20;50;0,858;6,88;0,0688;0,05
CSp-NIII_D1-88-0004;3;Bw2;B;w;1;50;105;0;0;0;0
CSp-NIII_D1-88-0004;4;Bw3;B;w;1;105;155;0;0;0;0
CSp-NIII_D1-90-0010;1;Ap;A;p;1;0;15;2,958;6,24;0,0624;0,09
CSp-NIII_D1-90-0010;2;Bw1;B;w;1;15;40;1,108;6,41;0,0641;0,04
CSp-NIII_D1-90-0010;3;Bw2;B;w;1;40;70;1,502;6,62;0,0662;0,04
CSp-NIII_D1-90-0010;4;Ab;A;b;1;70;105;0;0;0;0
CSp-NIII_D1-90-0010;5;2Bw3;B;w;2;105;140;0;0;0;0
CSp-NIII_D1-90-0010;6;2Bw4;B;w;2;140;150;0;0;0;0
CSp-NIII_D1-90-0011;1;Ap;A;p;1;0;20;2,552;6,44;0,0644;0,06
CSp-NIII_D1-90-0011;2;Bw1;B;w;1;20;50;1,044;6,51;0,0651;0,03
CSp-NIII_D1-90-0011;3;Bw2;B;w;1;50;90;0;0;0;0
CSp-NIII_D1-90-0011;4;Ab;A;b;1;90;120;0;0;0;0
CSp-NIII_D1-90-0011;5;2Bw;B;w;2;120;150;0;0;0;0
CSp-NIII_D1-90-0012;1;Ap;A;p;1;0;15;2,633;6,33;0,0633;0,1
CSp-NIII_D1-90-0012;2;Bw1;B;w;1;15;35;1,305;6,34;0,0634;0,03
CSp-NIII_D1-90-0012;3;Bw2;B;w;1;35;60;1,311;6,45;0,0645;0,03
CSp-NIII_D1-90-0012;4;Ab;A;b;1;60;85;0;0;0;0
CSp-NIII_D1-90-0012;5;2Bw;B;w;2;85;150;0;0;0;0
CSp-NIII_D2-83-0036;1;Ap;A;p;1;0;20;4,731;5,71;0,0571;0,09
CSp-NIII_D2-83-0036;2;Bw1;B;w;1;20;50;1,214;6,78;0,0678;0,03
CSp-NIII_D2-83-0036;3;Bw2;B;w;1;50;150;0;0;0;0
CSp-NIII_D2-83-0037;1;Ap;A;p;1;0;20;1,713;6;0,06;0,05
CSp-NIII_D2-83-0037;2;Bw1;B;w;1;20;120;1,127;6,36;0,0636;0,03
CSp-NIII_D2-83-0037;3;Bw2;B;w;1;120;150;0;0;0;0
CSp-NIII_D2-83-0038;1;Ap;A;p;1;0;20;3,612;6,08;0,0608;0,13
CSp-NIII_D2-83-0038;2;Bw1;B;w;1;20;80;1,301;6,46;0,0646;0,04
CSp-NIII_D2-83-0038;3;Bw2;B;w;1;80;150;0;0;0;0
CSp-NIII_D2-83-0042;1;Ap;A;p;1;0;20;2,246;6,25;0,0625;0,06
CSp-NIII_D2-83-0042;2;Bw1;B;w;1;20;70;2,156;6,22;0,0622;0,03
CSp-NIII_D2-83-0042;3;Bw2;B;w;1;70;150;0;0;0;0
CSp-NIII_D2-83-0043;1;Ap;A;p;1;0;20;4,993;5,9;0,059;0,07
CSp-NIII_D2-83-0043;2;Bw1;B;w;1;20;45;1,963;6,35;0,0635;0,04
CSp-NIII_D2-83-0043;3;Bw2;B;w;1;45;95;0;0;0;0
CSp-NIII_D2-83-0043;4;Ab;A;b;1;95;140;0;0;0;0
CSp-NIII_D2-83-0043;5;2Bw;B;w;2;140;150;0;0;0;0
CSp-NIII_D2-83-0075;1;Ap;A;p;1;0;20;4,532;6,2;0,062;0,2
CSp-NIII_D2-83-0075;2;Bw1;B;w;1;20;50;1,439;6,36;0,0636;0,05
CSp-NIII_D2-83-0075;3;Bw2;B;w;1;50;110;0;0;0;0
CSp-NIII_D2-83-0075;4;Bw3;B;w;1;110;130;0;0;0;0
CSp-NIII_D2-83-0075;5;Ab;A;b;1;130;150;0;0;0;0
CSp-NIII_D2-83-0076;1;Ap;A;p;1;0;25;1,439;5,09;0,0509;0,18
CSp-NIII_D2-83-0076;2;Bw1;B;w;1;25;60;7,031;5,85;0,0585;0,03
CSp-NIII_D2-83-0076;3;Bw2;B;w;1;60;130;0;0;0;0
CSp-NIII_D2-83-0076;4;Bw3;B;w;1;130;150;0;0;0;0
CSp-NIII_D2-83-0077;1;Ap;A;p;1;0;15;4,925;5,51;0,0551;0,09
CSp-NIII_D2-83-0077;2;Bw1;B;w;1;15;60;1,504;5,77;0,0577;0,03
CSp-NIII_D2-83-0077;3;Bw2;B;w;1;60;110;0;0;0;0
CSp-NIII_D2-83-0077;4;Bw3;B;w;1;110;150;0;0;0;0
CSp-NIII_D2-84-0009;1;Ap;A;p;1;0;15;5,058;5,82;0,0582;0,09
CSp-NIII_D2-84-0009;2;Bw1;B;w;1;15;40;1,158;6,16;0,0616;0,02
CSp-NIII_D2-84-0009;3;2Bw2;B;w;2;40;90;0;0;0;0
CSp-NIII_D2-84-0009;4;2Bw3;B;w;2;90;140;0;0;0;0
CSp-NIII_D2-84-0009;5;2Bw4;B;w;2;140;170;0;0;0;0
CSp-NIII_D2-84-0010;1;Ap;A;p;1;0;12;3,702;5,74;0,0574;0,07
CSp-NIII_D2-84-0010;2;Bw1;B;w;1;12;70;1,308;6,31;0,0631;0,02
CSp-NIII_D2-84-0010;3;Bw2;B;w;1;70;115;0;0;0;0
CSp-NIII_D2-84-0010;4;2Bw3;B;w;2;115;150;0;0;0;0
CSp-NIII_D2-84-0011;1;Ap;A;p;1;0;10;4,002;5,82;0,0582;0,08
CSp-NIII_D2-84-0011;2;AB;A;b;1;10;35;1,33;6,12;0,0612;0,03
CSp-NIII_D2-84-0011;3;Bw1;B;w;1;35;75;0;0;0;0
CSp-NIII_D2-84-0011;4;Bw2;B;w;1;75;120;0;0;0;0
CSp-NIII_D2-84-0011;5;2Bw3;B;w;2;120;150;0;0;0;0
CSp-NIII_D2-84-0012;1;Ap;A;p;1;0;10;4,607;6,18;0,0618;0,14
CSp-NIII_D2-84-0012;2;Bw1;B;w;1;10;32;1,287;6,37;0,0637;0,02
CSp-NIII_D2-84-0012;3;Bw2;B;w;1;32;75;0;0;0;0
CSp-NIII_D2-84-0012;4;Bw3;B;w;1;75;110;0;0;0;0
CSp-NIII_D2-84-0012;5;Bw4;B;w;1;110;140;0;0;0;0
CSp-NIII_D2-84-0013;1;Ap;A;p;1;0;20;4,865;5,83;0,0583;0,07
CSp-NIII_D2-84-0013;2;Bw1;B;w;1;20;52;2,059;6,24;0,0624;0,02
CSp-NIII_D2-84-0013;3;Bw2;B;w;1;52;78;0;0;0;0
CSp-NIII_D2-84-0013;4;Bw3;B;w;1;78;110;0;0;0;0
CSp-NIII_D2-84-0013;5;2Ab;A;b;2;110;150;0;0;0;0
CSp-NIII_D2-84-0014;1;Ap;A;p;1;0;15;2,284;5,62;0,0562;0,03
CSp-NIII_D2-84-0014;2;Bw1;B;w;1;15;55;0,901;5,36;0,0536;0,03
CSp-NIII_D2-84-0014;3;Bw2;B;w;1;55;105;0;0;0;0
CSp-NIII_D2-84-0014;4;Bw3;B;w;1;105;140;0;0;0;0
CSp-NIII_D2-84-0044;1;Ap;A;p;1;0;15;2,237;5,95;0,0595;0,06
CSp-NIII_D2-84-0044;2;Bw;B;w;1;15;60;0,981;6,13;0,0613;0,02
CSp-NIII_D2-84-0044;3;Bs1;B;s;1;60;90;0;0;0;0
CSp-NIII_D2-84-0044;4;Bs2;B;s;1;90;140;0;0;0;0
CSp-NIII_D2-84-0045;1;Ap;A;p;1;0;20;0,916;5,48;0,0548;0,13
CSp-NIII_D2-84-0045;2;2C;C;;2;20;70;0,818;6,05;0,0605;0,04
CSp-NIII_D2-84-0046;1;Ap;A;p;1;0;12;7,359;6;0,06;0,22
CSp-NIII_D2-84-0046;2;A;A;;1;12;40;2,073;6,31;0,0631;0,05
CSp-NIII_D2-84-0046;3;2Ab1;A;b;2;40;60;3,598;6,45;0,0645;0,05
CSp-NIII_D2-84-0046;4;2Ab2;A;b;2;60;105;0;0;0;0
CSp-NIII_D2-84-0046;5;2BC;B;C;2;105;130;0;0;0;0
CSp-NIII_D2-84-0046;6;3Ab;A;b;3;130;150;0;0;0;0
CSp-NIII_D2-84-0047;1;Ap;A;p;1;0;15;3,911;5,53;0,0553;0,12
CSp-NIII_D2-84-0047;2;A;A;;1;15;50;1,91;5,95;0,0595;0,04
CSp-NIII_D2-84-0047;3;Bw;B;w;1;50;85;0;0;0;0
CSp-NIII_D2-84-0047;4;BC;B;C;1;85;120;0;0;0;0
CSp-NIII_D2-84-0047;5;2Ab;A;b;2;120;140;0;0;0;0
CSp-NIII_D2-89-0008;1;Ap;A;p;1;0;16;4,822;5,71;0,0571;0,13
CSp-NIII_D2-89-0008;2;Bw1;B;w;1;16;50;1,266;6,16;0,0616;0,03
CSp-NIII_D2-89-0008;3;Bw2;B;w;1;50;90;0;0;0;0
CSp-NIII_D2-89-0008;4;Bw3;B;w;1;90;130;0;0;0;0
CSp-NIII_D2-89-0009;1;Ap;A;p;1;0;16;4,607;5,68;0,0568;0,1
CSp-NIII_D2-89-0009;2;Bh1;B;h;1;16;51;1,63;6,02;0,0602;0,03
CSp-NIII_D2-89-0009;3;Bh2;B;h;1;51;92;0;0;0;0
CSp-NIII_D2-89-0009;4;Bw;B;w;1;92;145;0;0;0;0
CSp-NIII_D2-89-0010;1;Ap;A;p;1;0;13;4,822;5,78;0,0578;0,11
CSp-NIII_D2-89-0010;2;Bw1;B;w;1;13;42;1,416;6,3;0,063;0,03
CSp-NIII_D2-89-0010;3;Bw2;B;w;1;42;86;1,137;6,34;0,0634;0,02
CSp-NIII_D2-89-0010;4;Bw3;B;w;1;86;130;0;0;0;0
CSp-NIII_D2-89-0010;5;Bw4;B;w;1;130;155;0;0;0;0
CSp-NIII_D2-89-0011;1;Ap;A;p;1;0;15;4,865;5,51;0,0551;0,13
CSp-NIII_D2-89-0011;2;C;C;;1;15;24;0,944;6,13;0,0613;0,04
CSp-NIII_D2-89-0011;3;2Bw1;B;w;2;24;66;1,416;6,64;0,0664;0,05
CSp-NIII_D2-89-0011;4;2Bw2;B;w;2;66;125;0;0;0;0
CSp-NIII_D2-89-0011;5;3Ab;A;b;3;125;150;0;0;0;0
CSp-NIII_D2-89-0012;1;Ap;A;p;1;0;10;3,38;6,38;0,0638;0,14
CSp-NIII_D2-89-0012;2;Bw1;B;w;1;10;41;1,094;6,13;0,0613;0,04
CSp-NIII_D2-89-0012;3;Bw2;B;w;1;41;68;1,437;6,29;0,0629;0,02
CSp-NIII_D2-89-0012;4;Bw3;B;w;1;68;105;0;0;0;0
CSp-NIII_D2-89-0012;5;Bw4;B;w;1;105;145;0;0;0;0
CSp-NIII_D2-89-0013;1;Ap;A;p;1;0;20;4,897;6,66;0,0666;0,1
CSp-NIII_D2-89-0013;2;Bw1;B;w;1;20;41;2,123;6,24;0,0624;0,02
CSp-NIII_D2-89-0013;3;Bw2;B;w;1;41;78;2,22;6,41;0,0641;0,02
CSp-NIII_D2-89-0013;4;Bw3;B;w;1;78;117;0;0;0;0
CSp-NIII_D2-89-0013;5;Bw4;B;w;1;117;150;0;0;0;0
CSp-NIII_D2-89-0014;1;A;A;;1;0;35;1,158;6,77;0,0677;0,03
CSp-NIII_D2-89-0014;2;2A;A;;2;35;45;2,188;6,27;0,0627;0,06
CSp-NIII_D2-89-0015;1;Ap;A;p;1;0;15;5,251;5,75;0,0575;0,08
CSp-NIII_D2-89-0015;2;Bw1;B;w;1;15;50;1,93;6,2;0,062;0,03
CSp-NIII_D2-89-0015;3;Bw2;B;w;1;50;87;0;0;0;0
CSp-NIII_D2-89-0015;4;Bw3;B;w;1;87;140;0;0;0;0
CSp-NIII_D2-89-0053;1;Ap;A;p;1;0;19;4,271;5,78;0,0578;0,09
CSp-NIII_D2-89-0053;2;A;A;;1;19;50;3,179;6,27;0,0627;0,04
CSp-NIII_D2-89-0053;3;Bw1;B;w;1;50;90;0;0;0;0
CSp-NIII_D2-89-0053;4;Bw2;B;w;1;90;165;0;0;0;0
CSp-NIII_D2-89-0054;1;Ap;A;p;1;0;9;4,205;5,32;0,0532;0,13
CSp-NIII_D2-89-0054;2;Bw1;B;w;1;9;50;1,275;5,74;0,0574;0,02
CSp-NIII_D2-89-0054;3;Bw2;B;w;1;50;80;0;0;0;0
CSp-NIII_D2-89-0054;4;BC;B;C;1;80;110;0;0;0;0
CSp-NIII_D2-89-0054;5;C;C;;1;110;150;0;0;0;0
CSp-NIII_D2-89-0056;1;Ap;A;p;1;0;10;4,336;5,3;0,053;0,14
CSp-NIII_D2-89-0056;2;Bw1;B;w;1;10;50;1,831;5,91;0,0591;0,05
CSp-NIII_D2-89-0056;3;Bw2;B;w;1;50;84;0;0;0;0
CSp-NIII_D2-89-0056;4;2Bw3;B;w;2;84;112;0;0;0;0
CSp-NIII_D2-89-0056;5;3Bw;B;w;3;112;135;0;0;0;0
CSp-NIII_D2-89-0057;1;Ap;A;p;1;0;22;4,369;5,67;0,0567;0,12
CSp-NIII_D2-89-0057;2;Ab;A;b;1;22;48;2,806;5,81;0,0581;0,03
CSp-NIII_D2-89-0057;3;2Bw1;B;w;2;48;75;0;0;0;0
CSp-NIII_D2-89-0057;4;2Bw2;B;w;2;75;112;0;0;0;0
CSp-NIII_D2-89-0057;5;3Bw;B;w;3;112;145;0;0;0;0
CSp-NIII_D2-89-0059;1;Ap;A;p;1;0;12;4,663;5,63;0,0563;0,09
CSp-NIII_D2-89-0059;2;Bw1;B;w;1;12;48;1,439;5,94;0,0594;0,02
CSp-NIII_D2-89-0059;3;Bw2;B;w;1;48;71;0;0;0;0
CSp-NIII_D2-89-0059;4;Bw3;B;w;1;71;102;0;0;0;0
CSp-NIII_D2-89-0059;5;Bw4;B;w;1;102;135;0;0;0;0
CSp-NIII_D2-97-0003;1;Ap;A;p;1;0;15;3,573;6,15;0,0615;0,12
CSp-NIII_D2-97-0003;2;Bw;B;w;1;15;60;0,879;6,62;0,0662;0,02
CSp-NIII_D2-97-0003;3;C;C;;1;60;130;0;0;0;0
CSp-NIII_D2-97-0004;1;Ap;A;p;1;0;20;2,256;6,24;0,0624;0,1
CSp-NIII_D2-97-0004;2;Bw1;B;w;1;20;55;0,622;6,58;0,0658;0,02
CSp-NIII_D2-97-0004;3;Bw2;B;w;1;55;70;0,515;6,91;0,0691;0,02
CSp-NIII_D2-97-0004;4;C1;C;;1;70;75;0;0;0;0
CSp-NIII_D2-97-0004;5;2C2;C;;2;75;90;0;0;0;0
CSp-NIII_D2-97-0004;6;3BC;B;C;3;90;95;0;0;0;0
CSp-NIII_D2-97-0004;7;3C;C;;3;95;105;0;0;0;0
CSp-NIII_D2-97-0004;8;4Bw;B;w;4;105;120;0;0;0;0
CSp-NIII_D2-97-0004;9;4C;C;;4;120;130;0;0;0;0
CSp-NIII_D2-97-0004;10;5Bw;B;w;5;130;155;0;0;0;0
CSp-NIII_D2-97-0005;1;Ap;A;p;1;0;30;2,711;6,29;0,0629;0,07
CSp-NIII_D2-97-0005;2;Bw1;B;w;1;30;105;1,373;6,33;0,0633;0,02
CSp-NIII_D2-97-0005;3;Bw2;B;w;1;105;150;0;0;0;0
CSp-NIII_D2-97-0005;4;Bw3;B;w;1;150;165;0;0;0;0
CSp-NIII_D2-97-0006;1;Ap;A;p;1;0;20;3,273;6,52;0,0652;0,15
CSp-NIII_D2-97-0006;2;Bw;B;w;1;20;45;0,944;6,77;0,0677;0,04
CSp-NIII_D2-97-0006;3;Ab;A;b;1;45;80;0,944;6,38;0,0638;0,03
CSp-NIII_D2-97-0006;4;2Bw;B;w;2;80;125;0;0;0;0
CSp-NIII_D2-97-0006;5;3Ab2;A;b;3;125;155;0;0;0;0
CSp-NIII_D2-97-0013;1;Ap;A;p;1;0;25;1,137;6,09;0,0609;0,08
CSp-NIII_D2-97-0013;2;Bw;B;w;1;25;42;1,501;6,07;0,0607;0,03
CSp-NIII_D2-97-0013;3;BC;B;C;1;42;90;1,244;6,51;0,0651;0,02
CSp-NIII_D2-97-0013;4;C;C;;1;90;140;0;0;0;0
CSp-NIII_D2-97-0014;1;Ap;A;p;1;0;15;4,8;5,73;0,0573;0,09
CSp-NIII_D2-97-0014;2;Bw1;B;w;1;15;23;1,673;5,99;0,0599;0,03
CSp-NIII_D2-97-0014;3;Bw2;B;w;1;23;80;1,48;6,43;0,0643;0,02
CSp-NIII_D2-97-0014;4;Bw3;B;w;1;80;110;0;0;0;0
CSp-NIII_D2-97-0014;5;Bw4;B;w;1;110;165;0;0;0;0
CSp-NIII_D2-97-0015;1;Ap;A;p;1;0;15;3,183;5,88;0,0588;0,05
CSp-NIII_D2-97-0015;2;Bw1;B;w;1;15;40;0,987;6,48;0,0648;0,02
CSp-NIII_D2-97-0015;3;Bw2;B;w;1;40;80;1,051;6,4;0,064;0,02
CSp-NIII_D2-97-0015;4;Bw3;B;w;1;80;120;0;0;0;0
CSp-NIII_D2-97-0015;5;Bw4;B;w;1;120;150;0;0;0;0
CSp-NIII_D2-97-0016;1;Ap;A;p;1;0;15;2,883;6,09;0,0609;0,05
CSp-NIII_D2-97-0016;2;Bw;B;w;1;15;50;1,18;6,25;0,0625;0,02
CSp-NIII_D2-97-0016;3;Ab;A;b;1;50;70;0;0;0;0
CSp-NIII_D2-97-0016;4;2Bw1;B;w;2;70;90;0;0;0;0
CSp-NIII_D2-97-0016;5;2Bw2;B;w;2;90;125;0;0;0;0
CSp-NIII_D2-97-0016;6;2Bw3;B;w;2;125;155;0;0;0;0
CSp-NIII_D2-97-0018;1;Ap;A;p;1;0;15;1,652;6,45;0,0645;0,03
CSp-NIII_D2-97-0018;2;Bw1;B;w;1;15;55;1,308;6,51;0,0651;0,02
CSp-NIII_D2-97-0018;3;Ab;A;b;1;55;70;0;0;0;0
CSp-NIII_D2-97-0018;4;2Bw;B;w;2;70;105;0;0;0;0
CSp-NIII_D2-97-0018;5;BC;B;C;1;105;150;0;0;0;0
CSp-NIII_D2-97-0054;1;Ap;A;p;1;0;18;4,99;5,37;0,0537;0,12
CSp-NIII_D2-97-0054;2;Bw1;B;w;1;18;50;2,904;5,58;0,0558;0,04
